addAplyQlfcCndCn,aplyPrdSeCd,aplyUrlAddr,aplyYmd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,bizPrdSeCd,bscPlanAsmtNo,bscPlanCycl,bscPlanFcsAsmtNo,bscPlanPlcyWayNo,earnCndSeCd,earnEtcCn,earnMaxAmt,earnMinAmt,etcMttrCn,frstRegDt,inqCnt,jobCd,lastMdfcnDt,lclsfNm,mclsfNm,mrgSttsCd,operInstCd,operInstCdNm,operInstPicNm,plcyAplyMthdCn,plcyAprvSttsCd,plcyExplnCn,plcyKywdNm,plcyMajorCd,plcyNm,plcyNo,plcyPvsnMthdCd,plcySprtCn,ptcpPrpTrgtCn,pvsnInstGroupCd,refUrlAddr1,refUrlAddr2,rgtrHghrkInstCd,rgtrHghrkInstCdNm,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,sbizCd,sbmsnDcmntCn,schoolCd,sprtArvlSeqYn,sprtSclCnt,sprtSclLmtYn,sprtTrgtAgeLmtYn,sprtTrgtMaxAge,sprtTrgtMinAge,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,srngMthdCn,zipCd
"기타 신청자격 등 자세한 사항은 목포대, 전남대(여수) 산학협력단 문의",0057003,,,20250301,20260228,,0056001,026,1,011,003,0043001,,0,0,"신청기간, 세부 조건 등은 목포대, 전남대(여수) 산학협력단 문의",2025-12-30 18:01:22,1,0013010,2026-01-01 00:00:00,일자리,취업,0055003,       ,,,,0044002,취업 조건부로 기업 맞춤형 직무교육 실시 후 기업체 취업과 학습(계약학과 입학) 병행 지원,교육지원,0011009, 선취업 후진학 과정 운영 지원,20251230005400212050,0042002,"특성화고 등 졸업(예정)자 중 취업 조건부로 기업 맞춤형 직무교육 실시 후 기업체 취업과 학습(계약학과 입학) 병행 지원
 - 등록금* 및 과정 운영비 지원  * 도 50%, 기업 25%, 학생 25%",,0054002,https://iacf.mokpo.ac.kr/iacftmp/index.do,https://sanhak.jnu.ac.kr/sanhak/index.do,6460000,전라남도,6460000,전라남도,0000000,전라남도,0014010,,"0049003,0049004",N,121,N,Y,0,0,6460000,전라남도,,,"46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910"
"기업 : 전남 9개* 시군 소재 상시근로자 수 ‘5인 이상’ 중소(중견)기업
    * 9개 시·군 : 고흥, 곡성, 광양, 무안, 순천, 여수, 영암, 해남, 화순",0057003,,,20250301,20260228,,0056001,027,1,011,003,0043001,,0,0,"신청기간 등 자세한 사항은 아래 기관에 문의
대학생 : 각 대학 현장실습센터
기업 : 전남테크노파크",2025-12-30 17:48:40,2,0013003,2026-01-01 00:00:00,일자리,취업,0055003,B552787,(재)전남테크노파크,,,0044002,도내 중소기업 등 표준현장실습기관에 도내 대학생의 현장실습비를 지원하여 학생에 현장실습 기회 제공·실무능력 향상,중소기업,0011009,대학생 현장실습 활성화 지원사업,20251230005400212049,0042002,"대학생 : 도내 소재 산업체 현장실습 등 실무지원
기업    : 표준현장실습기관 대학생 현장실습비(1인당 월 100만원), 학생 멘토 직원 수당(직원 1인 월 10만원) 지원 / 최대 4개월","기타 자세한 사항은 공고문을 참고하거나 대학현장실습센터, 전남테크노파크 문의",0054002,https://data.jntp.or.kr/jntp/content/business/announcement/view.jsp?idx=896,,6460000,전라남도,6460000,전라남도,0000000,전라남도,0014010,,0049005,N,300,N,Y,0,0,6460000,전라남도,,,"46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910"
특성화고 등 고교 졸업(예정)자,0057003,,,20250301,20260228,,0056001,026,1,011,003,0043001,,0,0,"자세한 내용(신청기간, 방법 등) 목포대학교, 전남대학교(여수) 산학협렵단 문의",2025-12-30 17:31:21,1,0013010,2026-01-01 00:00:00,교육,미래역량강화,0055003,       ,,,"목포대학교, 전남대학교(여수) 산학협렵단 문의",0044002,"청년의 진학 및 조기취업의 욕구를 동시에 달성하고, 중소･중견기업의 맞춤형 인재 양성 및 조기 확보",교육지원,0011009,조기취업형 계약학과 운영,20251230005400212048,0042013,"대학-기업 계약에 따라 기업 맞춤형 교육과정 운영
 - 2~3학년 학생 등록금 50%* 및 학과 운영비 지원
   * (2~3학년) 도비 35%, 시군 15%, 기업 25%, 학생 25%",,0054002,https://iacf.mokpo.ac.kr/iacftmp/index.do,https://sanhak.jnu.ac.kr/sanhak/index.do,6460000,전라남도,6460000,전라남도,0000000,전라남도,0014010,,"0049003,0049004",N,139,N,Y,0,0,6460000,전라남도,,,"46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910"
,0057003,,,20250101,20251231,,0056001,045,1,017,005,0043001,,0,0,,2025-12-23 10:06:51,98,0013010,2026-01-01 00:00:00,참여권리,청년참여,0055003,       ,,,,0044002,청년농부 서로의 아이디어를 공유하고 정보를 교류할 수 있는 만남의 장을 마련하여 충북 청년농부 네트워크 구축,맞춤형상담서비스,0011009,청년농부 네트워크 지원 ,20251223005400212047,0042002," ㅇ (사업대상) 청년농업인
 ㅇ (사업내용) 청년농부 및 전문가 등 만남의 기회 제공을 통한 청년농부 네트워크 구축",,0054002,https://www.chungbuk.go.kr/www/index.do,https://www.chungcheongmu.go.kr/www/bbs/2/moveBbsNttDetail.do?nttSn=371,       ,,6430000,충청북도,       ,,0014010,,0049010,N,0,N,N,39,19,6430000,충청북도,농업정책과,,"43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
,0057001,,20250314 ~ 20250410,20250101,20251231,,0056001,045,1,017,005,0043001,,0,0,,2025-12-23 09:07:12,12,0013010,2025-12-23 10:02:48,참여권리,청년참여,0055003,       ,,," - 신청기간 : 2025. 3. 14.(금) ~ 4. 10.(목) 23:59
 - 신청방법 : 충북청년희망센터 홈페이지(https://www.cbhope1539.net) 접수 ",0044002,충북 청년-지역사회 연계 강화 창의적 브랜드 이미지 창출 및 정책참여 확대 ,"장기미취업청년,맞춤형상담서비스,교육지원",0011009,청년브랜드참여단 운영,20251223005400212046,0042002,"ㅇ (사업 대상) 도내 소재 대학생 및 청년 
   - (연령 기준) 19 ~ 39세
   - (소득 기준) 없음
  
 ㅇ (사업내용) 충북의 가치, 고유성을 기반으로 한 혁신적인 정책 브랜드 발굴·육성
 ㅇ (주요 활동내용)  충북 브랜드 및 道 혁신정책 관련 콘텐츠 제작
   - 충북 브랜드와 연계한 청년의 도전·경험 과정을 담은 브이로그 콘텐츠 기획·제작
   - 충북의 고유 가치를 반영한 창의적인 정책 홍보 콘텐츠 개발·제작",,0054002,https://www.chungbuk.go.kr/brand/contents.do?key=5320,,       ,,6430000,충청북도,       ,,0014010,"- 필수서류
· [붙임1] 지원신청서 1부
· [붙임2] 참여자 서약서 1부
· [붙임3] 개인정보 수집·이용·제공 동의서 1부
· [붙임4] 충북영상자서전 동의서 1부
· [필수 증빙서류] 팀원 개인별 택1 후 각 1부  ※ 공고일 이후 발급분
 1) 충북 거주 청년 → 주민등록등본
 2) 충북 도내 대학생 → 재학증명서
 3) 충북 도내 직장인 → 재직증명서
· 포트폴리오(압축파일) 
- 해당 시 기타 증빙서류 각 1부


",0049010,N,0,N,N,39,19,6430000,충청북도,정책기획관,"- 신청접수 : 2025. 3. 14.(금) ~ 4.10.(목) 
- 서류평가 : 2025. 4. 14.(월)
- 최종발표 : 2025. 4. 16.(수)","43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
,0057003,,,20250204,20270203,,0056001,045,1,017,005,0043001,,0,0,,2025-12-23 08:51:15,8,0013010,2026-01-01 00:00:00,참여권리,청년참여,0055003,       ,,,,0044002,「충청북도 청년 기본 조례」제9조(청년정책조정위원회)에 의거 청년정책에 관한 주요사항을 심의‧조정하기 위한 충청북도 청년정책조정위원회 구성·운영,"맞춤형상담서비스,장기미취업청년",0011009,충청북도 청년정책조정위원회 운영 ,20251223005400212045,0042002,"ㅇ (사업 대상) 도내 청년 및 청년정책 관련 전문가 등 
   - (연령 기준) 해당없음

 ㅇ (사업 내용)  충청북도 청년정책 기본·시행계획 수립 등 주요 청년정책 심의·조정",,0054002,https://www.chungbuk.go.kr/young/contents.do?key=1316,,       ,,6430000,충청북도,       ,,0014010,,0049010,N,20,N,N,39,19,6430000,충청북도,인구청년정책담당관,,"43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
,0057001,https://www.cbhope1539.net/supportProgram/view.do?pageIndex=1&supportProgramSn=273&key=2004215755716&sc=&sw=&sc_sttus=&sc_chrgeCode=&orderBy=,20250908 ~ 20250930,20250101,20251231,,0056001,050,1,019,005,0043001,,0,0,"- 본 행사는 2025년 상·하반기에 운영되며, 동일인의 중복 참여는 불가함",2025-12-22 18:12:35,6,"0013001,0013002,0013005,0013006,0013007,0013008,0013009",2025-12-23 10:02:02,"참여권리,참여권리","청년참여,정책인프라구축",0055002,B553762,(재)충청북도기업진흥원,,"- 지원방법: 충북청년희망센터 홈페이지▶지원사업▶프로그램신청
- 모집기간: 2025. 9. 8.(월) ~ 09. 30.(화) 18:00
- 참여대상:  만 25~39세 충북에 주민등록을 둔  청년
",0044002,결혼적령기 지역청년들의 자연스러운 만남의 장 프로그램 제공,맞춤형상담서비스,0011009,청춘만남 프로그램 ,20251222005400212043,0042002," ㅇ (사업 대상) 도내 재직 청년
   - (연령 기준) 25~39세
   - (소득 기준) 해당없음

 ㅇ (사업 내용)
   - 결혼적령기 청년들의 자연스러운 만남 공간 제공
   - 건전한 대화 및 레크리에이션 등의 프로그램 진행",2025년 상반기 참여자 중복참여 불가 ,0054002,https://www.cbhope1539.net/supportProgram/view.do?pageIndex=1&supportProgramSn=273&key=2004215755716&sc=&sw=&sc_sttus=&sc_chrgeCode=&orderBy=,,       ,,6430000,충청북도,       ,,0014010,"- 제출서류 
 · 참가신청서 및 개인정보제공동의서
 · 재직증명서, 사업자등록증, 소득금액증명원 택 1
 · 주민등록초본 1부
 · 혼인관계증명서(상세) 1부",0049010,N,60,N,N,39,19,6430000,충청북도,인구청년정책담당관,- 선정발표 : 2025. 10. 2.(수) 12:00 개별 안내 ,"43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
,0057001,https://www.cbhope1539.net/bbs/view.do?key=2004215717214&bbsSn=573,20250212 ~ 20250304,20250101,20251231,,0056001,050,1,019,005,0043001,,0,0,,2025-12-22 18:01:19,6,0013010,2025-12-23 10:01:27,"참여권리,참여권리","청년참여,정책인프라구축",0055003,B553762,(재)충청북도기업진흥원,,"- 지원방법 : 충북청년희망센터 홈페이지 ▶지원사업▶프로그램신청
- 모집기간 : '25. 2. 12.(수) ~ 3. 4.(화) 17:00
- 모집대상 : 도내 거주 19~39세 청년
- 모집인원 : 10팀(1팀당 5명 이상)


▣ 주요활동: 소셜모임 계획·운영",0044002,다양한 분야의 청년 소모임을 구성·운영하여 청년의 자발적 참여를 통한 역량강화 및 청년 네트워크 형성,장기미취업청년,0011009,청년 소셜링 프로그램 ,20251222005400212042,0042002,"ㅇ (사업 대상) 도내 청년
   - 연령 기준 : 19~39세
   - 소득 기준 : 해당없음

 ㅇ (사업 내용) 다양한 분야를 주제로 청년 소셜모임 운영(10팀/팀별 5회 이상)
   - 모임별 최대 100백만 뭔 지원(실제 지출금액 호스트에게 일괄 지급)
   - 모임 연합행사(템플스테이, 10월 예정) 참여 기회 제공  ※  참여비 무료
   - 우수활동 모임 3개 선정, 시상금 지급(최우수 50만원, 우수 30만원, 장려 20만원)",,0054002,https://www.cbhope1539.net/bbs/view.do?key=2004215717214&bbsSn=573,,       ,,6430000,충청북도,       ,,0014010,"- 제출서류  
 ① [별첨1] 지원서
 ② [별첨2] 모임계획서
 ③ [별첨3] 지원금 사용계획서
 ④ [별첨4] 개인정보 제공·이용·수집 동의서
 ⑤ 증명서  ※ (택1)(공고일기준 1개월 이내 발급분) 주민등록등본, 재학증명서, 재직증명서
   ",0049010,N,0,N,N,39,19,6430000,충청북도,인구청년정책담당관,- 합격자 발표 : '25. 3. 14.(수) 개별 발표 ,"43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
,0057001,https://www.cbhope1539.net/bbs/view.do?key=2004215717214&bbsSn=572,20250210 ~ 20250224,20250101,20251231,,0056001,045,1,017,005,0043001,,0,0,,2025-12-22 17:45:00,7,0013010,2025-12-23 10:00:45,참여권리,청년참여,0055003,B553762,(재)충청북도기업진흥원,,"- 지원방법: 충북청년희망센터 홈페이지▶지원사업▶프로그램신청
- 모집기간: 2025. 2. 10.(월) ~ 2. 24.(월) 17:00 (접수마감)
- 모집대상: 충북 거주 청년(19세-39세)
- 모집인원: 디자인(카드뉴스) 4명, 영상 1명
- 활동기간: 위촉일 ~ 2025. 12. 31.
- 주요활동: 청년정책 콘텐츠 제작 및 홍보",0044002,"도내 청년이 직접 충북의 청년정책, 청년이슈 취재 및 홍보 소통채널을 통하여 다양한 청년소식을 온·오프라인에 홍보하여 청년정책 접근성 강화",장기미취업청년,0011009,청년 서포터즈 기자단,20251222005400212041,0042002," ㅇ (사업 대상) 도내 청년
   - (연령 기준) 19~39세
   - (소득 기준) 해당없음

 ㅇ (사업 내용)
   - 소정의 활동비 및 원고료 지급(월 지급한도 : 일반 디자인 15만원, 영상제작 20만원)
   - 청년이 직접 청년정책, 청년이슈 등을 홍보
   - 청년층이 선호하는 SNS(인스타, 페이스북 등)를 통한 정책 소통 강화",,0054002,https://www.cbhope1539.net/bbs/view.do?key=2004215717214&bbsSn=572,,       ,,6430000,충청북도,       ,,0014010,"- 제출서류 : 지원서, 개인정보이용동의서, 포트폴리오 및 증명서 각 1부",0049010,N,5,N,N,39,19,6430000,충청북도,인구청년정책담당관,"- 면접심사 : 2025. 2. 27.(목)
- 최종선발 : 2025. 2. 28.(금)
※ 일정은 진행 상황에 따라 변동될 수 있음(합격자 대상 개별 연락)","43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
,0057001,https://www.chungbuk.go.kr/www/selectGosiPblancView.do?key=422&no=67105&pageUnit=10&pageIndex=1&searchCnd=all,20251222 ~ 20260110,20260101,20260830,,0056001,001,1,001,001,0043001,,0,0,"가. 면접에 따른 경비(항공료 등)는 지원되지 않으며, 기관사정에 따라 면접 장소가 변경될 수 있습니다.
나. 합격자 발표 후 합격 취소, 포기, 채용된 후 퇴직 등 사정으로 추가 선발이 필요한 경우, 차순위 고득점자 순으로 추가 합격자를 결정할 수 있습니다.
다. 응시원서 상의 기재 착오 또는 누락이나 연락불능, 합격자발표 미확인 등으로 인한 불이익은 응시자의 귀책사유가 될 수 있으므로, 합격자 발표일 등 시험일정과 안내사항, 합격여부를 반드시 확인해야 합니다.
라. 채용서류의 거짓작성, 청탁 등으로 시험의 공정성을 심각하게 훼손한 경우에는 채용절차의 공정화에 관한 법률 제6조, 부정청탁 및 금품 등 수수의 금지에 관한 법률 제5장, 부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 제8장, 형법 등 관련 규정에 따라 처벌될 수 있습니다. 
마. 접수된 서류에 기재된 내용이 사실과 다른 경우 무효로 하며, 계약체결 후에라도 근로계약을 해지할 수 있습니다.
바. 청년인턴으로 선발되더라도 추후 정규 공무원으로 임용하거나 임용시험 시 가산점 등의 혜택은 없습니다.
사. 본 채용계획은 사정에 의하여 변경될 수 있으며, 변경사항은 ‘충청북도 누리집(홈페이지)’ 내 ‘고시·공고’에 공고할 예정입니다.
아. 전자우편으로 접수된 채용서류는 ｢채용절차의 공정화에 관한 법률｣ 제11조에 따라 반환하지 않으며, 확정된 채용대상자가 아닌 신청자의 서류는 ｢개인정보보호법｣에 따라 파기합니다. 
자. 기타 자세한 사항은 충청북도 인구청년정책담당관 청년지원팀(☎043-220-4773~6)으로 문의하시기 바랍니다.",2025-12-22 17:26:32,152,0013003,2025-12-23 10:00:18,일자리,취업,0055003,       ,,,"- 응시원서 제출 
 · 접수기간 : 2025. 12. 22.(월) ~ 2026. 1. 10.(토) 14:00
 · 접수방법 : 전자우편(e-mail)으로만 접수(접수처 : jkryu16@korea.kr)
   ※ 전자우편 시스템상 수신된 날짜 및 시간 기준으로 접수 도달 여부 판단
   ※ e-mail 제목은 “충청북도 청년인턴 지원(홍길동)”으로 작성
",0044002,"기업의 경력직 선호에 대응한 지역청년에게 공공기관 일경험 기회를 확대하고, 청년의 진로 탐색과 현장 직무능력 향상 기회 제공 ","인턴,장기미취업청년",0011009,충청북도 현장형 청년인턴,20251222005400212040,0042002," ㅇ (사업대상) 도내 미취업 청년 
   - 연령기준 : 19세 이상 39세 이하
   - 소득기준 : 해당없음

 ㅇ (사업내용)  
   - 근무기간 : '26. 2. 9. ~ 8. 8. 
   - 근무장소 : 道 본청·직속기관·사업소·출장소
   - 채용인원 : 35명
   - 근무내용 : 일반행정, 홍보, 미디어, 외국어, 데이터 수집․분석 등 업무 일반",,0054002,https://www.chungbuk.go.kr/www/selectGosiPblancView.do?key=422&no=67105&pageUnit=10&pageIndex=1&searchCnd=all,,       ,,6430000,충청북도,       ,,0014010,"가. 응시원서 1부
나. 자기소개서(A4 2매 이내) 1부
다. 개인정보 수집·이용 및 제3자 제공 동의서 1부
라. 취업제한 체크리스트 1부
마. 채용결격사유 부존재 확인서 1부
바. 주민등록초본(공고일 이후 발급분, 현주소·병역사항 포함) 1부
사. 고용보험 자격이력 내역서(공고일 이후 발급분) 1부
아. (해당자에 한함) 취업지원 대상자 증명서 사본(3개월 이내 발급분) 1부
자. (해당자에 한함) 각종 증명서 사본(학위증, IT·어학 자격증 등, 자격증은 1년 이내 발급분) 1부",0049010,N,35,N,N,39,19,6430000,충청북도,인구청년정책담당관,"- 접수기간 : 2025. 12. 22.(월) ~ 2026. 1. 10.(토) 14:00
- 서류전형 합격자 발표 및 면접시험 대상자 발표 : 2026. 1. 16.(금)
- 면접시험일 : 2026. 1. 26.(월) ~ 2026. 1. 28.(수)
- 최종합격자 발표일 : 2026. 1. 30.(금)
   ※ 상기 일정은 응시인원, 시험장 사정, 서류검증 소요기간 등에 따라 변경될 수 있음
   ※ 면접시간 및 장소 등은 서류전형 합격자 공고 시 안내
   ※ 서류전형 합격자 명단 및 최종면접 합격자 명단은 충청북도 누리집(홈페이지) ‘고시·공고’에 발표
   ※ 채용계약 체결 전 최종합격자가 포기하는 등의 사유 발생 시, 면접시험 평정 성적 우수자 순으로 추가 합격자를 결정할 수 있음","43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800"
